reporting_month,source_month,settlement_month,settlement_type,record_type,match_group_id,internal_transaction_ids,internal_payment_refs,bank_line_ids,bank_references,cardinality,internal_amount,bank_amount,variance,reconciliation_status,match_method,comments
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0193,TXNMAY00196,PRMAY85386435,BLMAY00196,UTR9584045520,1:1,25053.34,25053.34,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0194,TXNMAY00069,PRMAY85694715,BLMAY00069,UTR4518871744,1:1,44311.97,44311.97,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0195,TXNMAY00072,PRMAY85958181,BLMAY00072,UTR8076144396,1:1,33147.56,33147.56,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0196,TXNMAY00162,PRMAY86726461,BLMAY00162,UTR2934982045,1:1,18085.69,18085.69,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0197,TXNMAY00297,PRMAY87324220,BLMAY00246,UTR6244338653,1:1,36761.11,36440.72,-320.39,PARTIAL_MATCH,Reference aggregate match,"Related bank lines found, but the net amount does not fully reconcile."
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0198,TXNMAY00285,PRMAY87619624,BLMAY00239,UTR4840638976,1:1,4541.21,4541.21,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0199,TXNMAY00031,PRMAY88406989,BLMAY00031,UTR9884231465,1:1,47895.07,47895.07,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0200,TXNMAY00012,PRMAY88461803,BLMAY00012,UTR7483366056,1:1,85318.72,85318.72,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0201,TXNMAY00131,PRMAY88703005,BLMAY00131,UTR5307145891,1:1,77286.77,77286.77,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0202,TXNMAY00082,PRMAY89133014,BLMAY00082,UTR6272000062,1:1,49959.34,49959.34,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0203,TXNMAY00160,PRMAY89379016,BLMAY00160,UTR1161521910,1:1,33596.53,33596.53,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0204,TXNMAY00071,PRMAY89470029,BLMAY00071,UTR4459716271,1:1,78946.66,78946.66,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0205,TXNMAY00180,PRMAY90092958,BLMAY00180,UTR9596653373,1:1,1807.25,1807.25,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0206,TXNMAY00170,PRMAY90161060,BLMAY00170,UTR5482624860,1:1,14865.45,14865.45,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0207,TXNMAY00124,PRMAY91883846,BLMAY00124,UTR1600337712,1:1,61615.06,61615.06,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0208,TXNMAY00037,PRMAY92097999,BLMAY00037,UTR3376077463,1:1,50367.13,50367.13,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0209,TXNMAY00148,PRMAY92924837,BLMAY00148,UTR7902338893,1:1,64108.54,64108.54,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0210,TXNMAY00033,PRMAY93131979,BLMAY00033,UTR6320115677,1:1,39971.56,39971.56,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0211,TXNMAY00035,PRMAY93370583,BLMAY00035,UTR2139027119,1:1,94630.14,94630.14,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0212,TXNMAY00050,PRMAY93638503,BLMAY00050,UTR6695912196,1:1,63105.96,63105.96,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0213,TXNMAY00017,PRMAY93926371,BLMAY00017,UTR9592390865,1:1,79998.17,79998.17,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0214,TXNMAY00099,PRMAY93940940,BLMAY00099,UTR8293928340,1:1,72259.1,72259.1,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0215,TXNMAY00089,PRMAY93955206,BLMAY00089,UTR3370788647,1:1,25325.22,25325.22,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0216,TXNMAY00159,PRMAY94183695,BLMAY00159,UTR8715177240,1:1,14553.21,14553.21,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0217,TXNMAY00165,PRMAY94676162,BLMAY00165,UTR5940815822,1:1,31958.03,31958.03,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0218,TXNMAY00111,PRMAY95060193,BLMAY00111,UTR5492496998,1:1,82926.88,82926.88,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0219,TXNMAY00008,PRMAY95320121,BLMAY00008,UTR4131575764,1:1,15661.48,15661.48,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0220,TXNMAY00040,PRMAY95511909,BLMAY00040,UTR1041531046,1:1,15559.89,15559.89,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0221,TXNMAY00192,PRMAY95565484,BLMAY00192,UTR1149460439,1:1,34673.73,34673.73,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0222,TXNMAY00199,PRMAY95590648,BLMAY00199,UTR3121808073,1:1,75452.73,75452.73,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0223,TXNMAY00123,PRMAY95704631,BLMAY00123,UTR7706193636,1:1,10515.79,10515.79,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0224,TXNMAY00001,PRMAY95822412,BLMAY00001,UTR4163119785,1:1,2619.77,2619.77,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0225,TXNMAY00204,PRMAY96031876,BLMAY00209|BLMAY00208,UTR1348849508|UTR4709911999,1:2,53696.05,53696.05,0.0,MATCHED,Reference aggregate match,All related bank lines aggregated by normalized/truncated reference.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0226,TXNMAY00205,PRMAY96094462,BLMAY00210|BLMAY00212|BLMAY00211,UTR7638204740|UTR7039121410|UTR6592451645,1:3,92090.4,92090.4,0.0,MATCHED,Reference aggregate match,All related bank lines aggregated by normalized/truncated reference.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0227,TXNMAY00195,PRMAY97182566,BLMAY00195,UTR7518666304,1:1,23900.7,23900.7,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0228,TXNMAY00109,PRMAY97219599,BLMAY00109,UTR9744120054,1:1,80954.76,80954.76,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0229,TXNMAY00098,PRMAY98269682,BLMAY00098,UTR8543865915,1:1,44022.26,44022.26,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0230,TXNMAY00007,PRMAY98753260,BLMAY00007,UTR6488854841,1:1,73498.23,73498.23,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0231,TXNMAY00142,PRMAY99927658,BLMAY00142,UTR6636925105,1:1,39174.12,39174.12,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0232,TXNMAY00277|TXNMAY00281|TXNMAY00278|TXNMAY00280|TXNMAY00279,PRMAY83717007|PRMAY25060409|PRMAY99133246|PRMAY80890196|PRMAY89968863,BLMAY00232,UTR3304937838,5:1,73185.39,73185.39,0.0,MATCHED,Merchant/date net-settlement subset match,Internal transactions matched as one settlement group based on merchant/date and exact net total.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0233,TXNMAY00273|TXNMAY00276|TXNMAY00275|TXNMAY00272|TXNMAY00274,PRMAY58258264|PRMAY49599276|PRMAY64414096|PRMAY50526484|PRMAY25867870,BLMAY00230|BLMAY00231,UTR3639796200|UTR5868640848,5:2,49631.04,49631.04,-0.0,MATCHED,Merchant/date net-settlement subset match,Internal transactions matched as one settlement group based on merchant/date and exact net total.
JUNE,JUN,,Unsettled,MATCH_GROUP,JUN-0001,TXNJUN00588|TXNJUN00587,PRJUN22225702|PRJUN22225702,,,2:0,0.0,0.0,0.0,EXCEPTION,Internal self-netting pair,Offsetting SALE and REVERSAL share payment_ref and net to zero; no bank settlement expected.
JUNE,JUN,,Unsettled,MATCH_GROUP,JUN-0002,TXNJUN00589|TXNJUN00590,PRJUN39765498|PRJUN39765498,,,2:0,0.0,0.0,0.0,EXCEPTION,Internal self-netting pair,Offsetting SALE and REVERSAL share payment_ref and net to zero; no bank settlement expected.
JUNE,JUN,,Unsettled,MATCH_GROUP,JUN-0003,TXNJUN00585|TXNJUN00586,PRJUN55424358|PRJUN55424358,,,2:0,0.0,0.0,0.0,EXCEPTION,Internal self-netting pair,Offsetting SALE and REVERSAL share payment_ref and net to zero; no bank settlement expected.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0004,TXNJUN00520|TXNJUN00522|TXNJUN00523|TXNJUN00525|TXNJUN00526|TXNJUN00521|TXNJUN00524,PRJUN21425533|PRJUN96695458|PRJUN39633659|PRJUN83665549|PRJUN19817298|PRJUN56150987|PRJUN34341456,BLJUN00476,UTR2076695131,7:1,62420.72,61968.46,-452.26,PARTIAL_MATCH,Batch ID match,Batch settlement is net of charges; bank amount is short versus internal batch total.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0005,TXNJUN00532|TXNJUN00529|TXNJUN00528|TXNJUN00531|TXNJUN00534|TXNJUN00527|TXNJUN00530|TXNJUN00533,PRJUN58921480|PRJUN19369589|PRJUN41478466|PRJUN51027069|PRJUN39732676|PRJUN57934299|PRJUN70484679|PRJUN32634412,BLJUN00477,UTR2543980627,8:1,95250.77,94976.26,-274.51,PARTIAL_MATCH,Batch ID match,Batch settlement is net of charges; bank amount is short versus internal batch total.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0006,TXNJUN00539|TXNJUN00537|TXNJUN00538|TXNJUN00536|TXNJUN00540|TXNJUN00535,PRJUN94103363|PRJUN21002322|PRJUN28790705|PRJUN24607269|PRJUN12500515|PRJUN58149482,BLJUN00478,UTR7781327255,6:1,70172.53,70172.53,0.0,MATCHED,Batch ID match,Batch total agrees.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0007,TXNJUN00543|TXNJUN00541|TXNJUN00545|TXNJUN00544|TXNJUN00542,PRJUN89134873|PRJUN82943217|PRJUN77399750|PRJUN77259613|PRJUN29949181,BLJUN00479,UTR3846182436,5:1,44009.0,44009.0,0.0,MATCHED,Batch ID match,Batch total agrees.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0008,TXNJUN00547|TXNJUN00549|TXNJUN00548|TXNJUN00546|TXNJUN00550,PRJUN85942072|PRJUN75450221|PRJUN74894729|PRJUN31370471|PRJUN59584751,BLJUN00480,UTR9773795424,5:1,32645.62,32645.62,0.0,MATCHED,Batch ID match,Batch total agrees.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0009,TXNJUN00554|TXNJUN00556|TXNJUN00555|TXNJUN00553|TXNJUN00558|TXNJUN00552|TXNJUN00557|TXNJUN00551,PRJUN45341684|PRJUN20447168|PRJUN60803895|PRJUN79977486|PRJUN56309454|PRJUN97043518|PRJUN39917031|PRJUN71021210,BLJUN00481,UTR8699405145,8:1,63663.38,63663.38,0.0,MATCHED,Batch ID match,Batch total agrees.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0010,TXNJUN00560|TXNJUN00559|TXNJUN00561|TXNJUN00562,PRJUN79060560|PRJUN69042204|PRJUN35086055|PRJUN25882013,BLJUN00482,UTR5781753301,4:1,34872.42,34872.42,0.0,MATCHED,Batch ID match,Batch total agrees.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0011,TXNJUN00569|TXNJUN00566|TXNJUN00563|TXNJUN00565|TXNJUN00567|TXNJUN00568|TXNJUN00564,PRJUN98817918|PRJUN15260108|PRJUN31642106|PRJUN31626387|PRJUN44663022|PRJUN64419425|PRJUN15790734,BLJUN00483,UTR5068424407,7:1,59801.16,59801.16,0.0,MATCHED,Batch ID match,Batch total agrees.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0012,TXNJUN00421,PRJUN10241310,BLJUN00367,UTR7882206934,1:1,90139.15,90139.15,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0013,TXNJUN00494,PRJUN10294869,BLJUN00440,UTR6000009225,1:1,33899.42,33899.42,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0014,TXNJUN00467,PRJUN10553491,BLJUN00413,UTR5736095750,1:1,69758.91,69758.91,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0015,TXNJUN00581,PRJUN10954835,BLJUN00490,UTR6651754819,1:1,49760.72,49760.72,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0016,TXNJUN00341,PRJUN11415698,BLJUN00287,UTR5942411853,1:1,24765.46,24765.46,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0017,TXNJUN00404,PRJUN11604831,BLJUN00350,UTR3768901084,1:1,78927.78,78927.78,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0018,TXNJUN00388,PRJUN11649277,BLJUN00334,UTR4682870880,1:1,4606.75,4606.75,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0019,TXNJUN00440,PRJUN11659440,BLJUN00386,UTR5035765954,1:1,59284.74,59284.74,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0020,TXNJUN00477,PRJUN11711195,BLJUN00423,UTR5077839614,1:1,8683.02,8683.02,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0021,TXNJUN00379,PRJUN12240013,BLJUN00325,UTR8589679668,1:1,6648.71,6648.71,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0022,TXNJUN00470,PRJUN12566878,BLJUN00416,UTR3167384632,1:1,21504.45,21504.45,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0023,TXNJUN00427,PRJUN12694823,BLJUN00373,UTR9108603060,1:1,24991.85,24991.85,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0024,TXNJUN00342,PRJUN13296743,BLJUN00288,UTR6791027463,1:1,10156.05,10156.05,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0025,TXNJUN00457,PRJUN13416548,BLJUN00403,UTR9741628563,1:1,47376.08,47376.08,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0026,TXNJUN00346,PRJUN13918120,BLJUN00292,UTR9609047368,1:1,58436.63,58436.63,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0027,TXNJUN00449,PRJUN14102122,BLJUN00395,UTR7662927609,1:1,35541.23,35541.23,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0028,TXNJUN00403,PRJUN14171767,BLJUN00349,UTR1600406558,1:1,81223.47,81223.47,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0029,TXNJUN00466,PRJUN15063406,BLJUN00412,UTR1818520766,1:1,19144.5,19144.5,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0030,TXNJUN00438,PRJUN15727862,BLJUN00384,UTR6402580787,1:1,7675.42,7675.42,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0031,TXNJUN00396,PRJUN15892193,BLJUN00342,UTR3494390866,1:1,85267.99,85267.99,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0032,TXNJUN00444,PRJUN16615722,BLJUN00390,UTR6596578419,1:1,45276.92,45276.92,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0033,TXNJUN00431,PRJUN17315517,BLJUN00377,UTR1416555576,1:1,611.53,611.53,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0034,TXNJUN00448,PRJUN17734634,BLJUN00394,UTR4964570811,1:1,3383.48,3383.48,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0035,TXNJUN00483,PRJUN17871385,BLJUN00429,UTR7920580262,1:1,10076.82,10076.82,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0036,TXNJUN00504,PRJUN18325904,BLJUN00450,UTR8791183272,1:1,74567.86,74567.86,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0037,TXNJUN00439,PRJUN18994192,BLJUN00385,UTR7527011028,1:1,37022.39,37022.39,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0038,TXNJUN00399,PRJUN20024377,BLJUN00345,UTR7225841764,1:1,13146.6,13146.6,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0039,TXNJUN00416,PRJUN22114140,BLJUN00362,UTR3637688758,1:1,22291.06,22291.06,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0040,TXNJUN00402,PRJUN22242388,BLJUN00348,UTR5254923696,1:1,23768.73,23768.73,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0041,TXNJUN00512,PRJUN22340723,BLJUN00458,UTR2260892281,1:1,21208.52,21208.52,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0042,TXNJUN00505,PRJUN23754633,BLJUN00451,UTR8284816444,1:1,82496.35,82496.35,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0043,TXNJUN00395,PRJUN23951801,BLJUN00341,UTR2201840395,1:1,50449.92,50449.92,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0044,TXNJUN00441,PRJUN24178065,BLJUN00387,UTR6429425484,1:1,74111.86,74111.86,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0045,TXNJUN00503,PRJUN24290224,BLJUN00449,UTR2076151332,1:1,36337.46,36337.46,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0046,TXNJUN00418,PRJUN24887509,BLJUN00364,UTR5728897164,1:1,81798.43,81798.43,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0047,TXNJUN00377,PRJUN25132198,BLJUN00323,UTR9306142066,1:1,47585.45,47585.45,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0048,TXNJUN00502,PRJUN25489430,BLJUN00448,UTR9644783539,1:1,33624.53,33624.53,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0049,TXNJUN00480,PRJUN25555976,BLJUN00426,UTR6706554814,1:1,80905.55,80905.55,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0050,TXNJUN00461,PRJUN25808361,BLJUN00407,UTR8218541928,1:1,5335.89,5335.89,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0051,TXNJUN00385,PRJUN25845304,BLJUN00331,UTR5569295400,1:1,85515.28,85515.28,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0052,TXNJUN00401,PRJUN26094525,BLJUN00347,UTR2407863065,1:1,15184.06,15184.06,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
